0.000000, -0.963917, 68.782788
0.000000, -0.953809, 68.782788
0.000000, -0.943741, 68.782788
0.000000, -0.877673, 68.782788
0.000000, -0.848517, 68.782788
0.000000, -0.810958, 68.782788
0.000000, -0.710443, 68.782788
0.000000, -0.497003, 68.782788
0.000000, -0.474452, 68.782788
0.000000, -0.438844, 68.782788
0.000000, -0.360499, 68.782788
0.000000, -0.303483, 68.782788
0.000000, 0.024492, 68.782788
0.000000, 0.044095, 70.616271
0.000000, 0.116723, 70.616271
0.000000, 0.145084, 70.616271
0.000000, 0.173251, 70.616271
0.000000, 0.287493, 70.616271
0.000000, 0.328219, 68.782788
0.000000, 0.378777, 68.782788
0.000000, 0.405264, 68.782788
0.000000, 0.416122, 68.782788
0.000000, 0.442833, 70.616271
0.000000, 0.452340, 68.782788
0.000000, 0.482533, 70.616271
0.000000, 0.502893, 70.616271
0.000000, 0.559914, 70.616271
0.000000, 0.621780, 68.782788
1.000000, -0.908553, 68.782788
1.000000, -0.798165, 68.782788
1.000000, -0.547185, 68.782788
1.000000, -0.533089, 68.782788
1.000000, 0.087061, 68.782788
1.000000, 0.123274, 68.782788
1.000000, 0.167878, 68.782788
1.000000, 0.824531, 68.782788
2.000000, -0.564650, 68.782788
2.000000, -0.407041, 68.782788
2.000000, -0.104237, 68.782788
2.000000, 0.145905, 68.782788
2.000000, 0.152427, 68.782788
2.000000, 0.280706, 68.782788
2.000000, 0.512466, 68.782788
2.000000, 0.602852, 68.782788
2.000000, 0.650206, 68.782788
2.000000, 0.728601, 68.782788
2.000000, 0.734940, 68.782788
2.000000, 0.793332, 68.782788
3.000000, -0.856189, 68.782788
3.000000, -0.836715, 68.782788
3.000000, -0.801887, 68.782788
3.000000, -0.605647, 68.782788
3.000000, -0.553583, 68.782788
3.000000, -0.482268, 68.782788
3.000000, -0.415804, 68.782788
3.000000, -0.231230, 68.782788
3.000000, -0.214813, 68.782788
3.000000, -0.209004, 68.782788
3.000000, -0.206656, 68.782788
3.000000, 0.125160, 68.782788
3.000000, 0.136724, 68.782788
3.000000, 0.196489, 68.782788
3.000000, 0.384528, 68.782788
3.000000, 0.533459, 68.782788
3.000000, 0.722981, 68.782788
3.000000, 0.767670, 68.782788
3.000000, 0.860605, 68.782788
3.000000, 0.991437, 68.782788
4.000000, -0.982798, 68.782788
4.000000, -0.865052, 68.782788
4.000000, -0.618075, 68.782788
4.000000, -0.589925, 68.782788
4.000000, -0.213834, 68.782788
4.000000, -0.201050, 68.782788
4.000000, -0.143786, 68.782788
4.000000, -0.005066, 68.782788
4.000000, 0.116712, 68.782788
4.000000, 0.349791, 68.782788
4.000000, 0.400983, 68.782788
4.000000, 0.526010, 68.782788
4.000000, 0.867862, 68.782788
4.000000, 0.963555, 68.782788
5.000000, -0.936367, 68.782788
5.000000, -0.826390, 68.782788
5.000000, -0.636586, 68.782788
5.000000, -0.536610, 68.782788
5.000000, -0.526677, 68.782788
5.000000, -0.284418, 68.782788
5.000000, -0.066143, 68.782788
5.000000, -0.027393, 68.782788
5.000000, 0.259163, 68.782788
5.000000, 0.316279, 68.782788
5.000000, 0.432440, 68.782788
5.000000, 0.580228, 68.782788
